"Species1","Species2","n_virus"
"Chlorocebus pygerythrus","Macaca mulatta",1
"Chlorocebus pygerythrus","Macaca nemestrina",1
"Chlorocebus pygerythrus","Macaca sylvanus",1
"Chlorocebus pygerythrus","Macaca tonkeana",1
"Chlorocebus pygerythrus","Papio anubis",1
"Chlorocebus pygerythrus","Papio hamadryas",1
"Chlorocebus pygerythrus","Papio ursinus",2
"Chlorocebus pygerythrus","Saimiri sciureus",1
"Chlorocebus sabaeus","Chlorocebus tantalus",1
"Coleura afra","Hipposideros caffer",1
"Coleura afra","Macronycteris gigas",1
"Desmodus rotundus","Dobsonia moluccensis",1
"Desmodus rotundus","Eidolon helvum",1
"Desmodus rotundus","Hipposideros larvatus",1
"Desmodus rotundus","Hipposideros pomona",1
"Desmodus rotundus","Miniopterus schreibersii",1
"Desmodus rotundus","Molossus molossus",1
"Desmodus rotundus","Myotis daubentonii",1
"Desmodus rotundus","Myotis davidii",1
"Desmodus rotundus","Myotis horsfieldii",1
"Desmodus rotundus","Myotis pequinius",1
"Desmodus rotundus","Pipistrellus pipistrellus",1
"Desmodus rotundus","Pteronotus parnellii",1
"Desmodus rotundus","Rhinolophus affinis",1
"Desmodus rotundus","Rhinolophus blasii",1
"Desmodus rotundus","Rhinolophus ferrumequinum",1
"Desmodus rotundus","Rhinolophus pearsonii",1
"Desmodus rotundus","Rhinolophus pusillus",1
"Desmodus rotundus","Rhinolophus simulator",1
"Desmodus rotundus","Rhinolophus sinicus",1
"Desmodus rotundus","Rhinolophus thomasi",1
"Desmodus rotundus","Rousettus leschenaultii",1
"Desmodus rotundus","Scotophilus kuhlii",1
"Desmodus rotundus","Sturnira lilium",1
"Desmodus rotundus","Taphozous melanopogon",1
"Dobsonia moluccensis","Eidolon helvum",1
"Dobsonia moluccensis","Hipposideros larvatus",1
"Dobsonia moluccensis","Hipposideros pomona",1
"Dobsonia moluccensis","Miniopterus schreibersii",1
"Dobsonia moluccensis","Molossus molossus",1
"Dobsonia moluccensis","Myotis daubentonii",1
"Dobsonia moluccensis","Myotis davidii",1
"Dobsonia moluccensis","Myotis horsfieldii",1
"Dobsonia moluccensis","Myotis pequinius",1
"Dobsonia moluccensis","Pipistrellus pipistrellus",1
"Dobsonia moluccensis","Pteronotus parnellii",1
"Dobsonia moluccensis","Rhinolophus affinis",1
"Dobsonia moluccensis","Rhinolophus blasii",1
"Dobsonia moluccensis","Rhinolophus ferrumequinum",1
"Dobsonia moluccensis","Rhinolophus pearsonii",1
"Dobsonia moluccensis","Rhinolophus pusillus",1
"Dobsonia moluccensis","Rhinolophus simulator",1
"Dobsonia moluccensis","Rhinolophus sinicus",1
"Dobsonia moluccensis","Rhinolophus thomasi",1
"Dobsonia moluccensis","Rousettus leschenaultii",1
"Dobsonia moluccensis","Scotophilus kuhlii",1
"Dobsonia moluccensis","Sturnira lilium",1
"Dobsonia moluccensis","Taphozous melanopogon",1
"Dobsonia moluccensis","Pteropus vampyrus",1
"Eidolon helvum","Hipposideros larvatus",1
"Eidolon helvum","Hipposideros pomona",1
"Eidolon helvum","Miniopterus schreibersii",1
"Eidolon helvum","Molossus molossus",1
"Eidolon helvum","Myotis daubentonii",1
"Eidolon helvum","Myotis davidii",1
"Eidolon helvum","Myotis horsfieldii",1
"Eidolon helvum","Myotis pequinius",1
"Eidolon helvum","Pipistrellus pipistrellus",1
"Eidolon helvum","Pteronotus parnellii",1
"Eidolon helvum","Rhinolophus affinis",1
"Eidolon helvum","Rhinolophus blasii",1
"Eidolon helvum","Rhinolophus ferrumequinum",1
"Eidolon helvum","Rhinolophus pearsonii",1
"Eidolon helvum","Rhinolophus pusillus",1
"Eidolon helvum","Rhinolophus simulator",1
"Eidolon helvum","Rhinolophus sinicus",1
"Eidolon helvum","Rhinolophus thomasi",1
"Eidolon helvum","Rousettus leschenaultii",1
"Eidolon helvum","Scotophilus kuhlii",1
"Eidolon helvum","Sturnira lilium",1
"Eidolon helvum","Taphozous melanopogon",1
"Epomops franqueti","Rousettus aegyptiacus",1
"Hipposideros caffer","Macronycteris gigas",3
"Hipposideros caffer","Rousettus aegyptiacus",3
"Hipposideros caffer","Nycteris grandis",1
"Hipposideros larvatus","Hipposideros pomona",1
"Hipposideros larvatus","Miniopterus schreibersii",1
"Hipposideros larvatus","Molossus molossus",1
"Hipposideros larvatus","Myotis daubentonii",1
"Hipposideros larvatus","Myotis davidii",1
"Hipposideros larvatus","Myotis horsfieldii",1
"Hipposideros larvatus","Myotis pequinius",1
"Hipposideros larvatus","Pipistrellus pipistrellus",1
"Hipposideros larvatus","Pteronotus parnellii",1
"Hipposideros larvatus","Rhinolophus affinis",1
"Hipposideros larvatus","Rhinolophus blasii",1
"Hipposideros larvatus","Rhinolophus ferrumequinum",1
"Hipposideros larvatus","Rhinolophus pearsonii",1
"Hipposideros larvatus","Rhinolophus pusillus",1
"Hipposideros larvatus","Rhinolophus simulator",1
"Hipposideros larvatus","Rhinolophus sinicus",1
"Hipposideros larvatus","Rhinolophus thomasi",1
"Hipposideros larvatus","Rousettus leschenaultii",1
"Hipposideros larvatus","Scotophilus kuhlii",1
"Hipposideros larvatus","Sturnira lilium",1
"Hipposideros larvatus","Taphozous melanopogon",1
"Hipposideros pomona","Miniopterus schreibersii",1
"Hipposideros pomona","Molossus molossus",1
"Hipposideros pomona","Myotis daubentonii",1
"Hipposideros pomona","Myotis davidii",1
"Hipposideros pomona","Myotis horsfieldii",1
"Hipposideros pomona","Myotis pequinius",1
"Hipposideros pomona","Pipistrellus pipistrellus",1
"Hipposideros pomona","Pteronotus parnellii",1
"Hipposideros pomona","Rhinolophus affinis",1
"Hipposideros pomona","Rhinolophus blasii",1
"Hipposideros pomona","Rhinolophus ferrumequinum",1
"Hipposideros pomona","Rhinolophus pearsonii",1
"Hipposideros pomona","Rhinolophus pusillus",1
"Hipposideros pomona","Rhinolophus simulator",1
"Hipposideros pomona","Rhinolophus sinicus",1
"Hipposideros pomona","Rhinolophus thomasi",1
"Hipposideros pomona","Rousettus leschenaultii",1
"Hipposideros pomona","Scotophilus kuhlii",1
"Hipposideros pomona","Sturnira lilium",1
"Hipposideros pomona","Taphozous melanopogon",1
"Macaca cyclopis","Macaca fascicularis",1
"Macaca cyclopis","Macaca fuscata",1
"Macaca cyclopis","Macaca mulatta",1
"Macaca cyclopis","Macaca nemestrina",1
"Macaca cyclopis","Macaca sylvanus",1
"Macaca cyclopis","Macaca tonkeana",1
"Macaca cyclopis","Papio anubis",1
"Macaca cyclopis","Papio hamadryas",1
"Macaca cyclopis","Papio ursinus",1
"Macaca cyclopis","Saimiri sciureus",1
"Macaca fascicularis","Macaca fuscata",1
"Macaca fascicularis","Macaca mulatta",1
"Macaca fascicularis","Macaca nemestrina",1
"Macaca fascicularis","Macaca sylvanus",1
"Macaca fascicularis","Macaca tonkeana",1
"Macaca fascicularis","Papio anubis",1
"Macaca fascicularis","Papio hamadryas",1
"Macaca fascicularis","Papio ursinus",1
"Macaca fascicularis","Saimiri sciureus",1
"Macaca fuscata","Macaca mulatta",1
"Macaca fuscata","Macaca nemestrina",1
"Macaca fuscata","Macaca sylvanus",1
"Macaca fuscata","Macaca tonkeana",1
"Macaca fuscata","Papio anubis",1
"Macaca fuscata","Papio hamadryas",1
"Macaca fuscata","Papio ursinus",1
"Macaca fuscata","Saimiri sciureus",1
"Macaca mulatta","Macaca nemestrina",1
"Macaca mulatta","Macaca sylvanus",1
"Macaca mulatta","Macaca tonkeana",1
"Macaca mulatta","Papio anubis",1
"Macaca mulatta","Papio hamadryas",1
"Macaca mulatta","Papio ursinus",1
"Macaca mulatta","Saimiri sciureus",1
"Macaca nemestrina","Macaca sylvanus",1
"Macaca nemestrina","Macaca tonkeana",1
"Macaca nemestrina","Papio anubis",1
"Macaca nemestrina","Papio hamadryas",1
"Macaca nemestrina","Papio ursinus",1
"Macaca nemestrina","Saimiri sciureus",1
"Macaca sylvanus","Macaca tonkeana",1
"Macaca sylvanus","Papio anubis",1
"Macaca sylvanus","Papio hamadryas",1
"Macaca sylvanus","Papio ursinus",1
"Macaca sylvanus","Saimiri sciureus",1
"Macaca tonkeana","Papio anubis",1
"Macaca tonkeana","Papio hamadryas",1
"Macaca tonkeana","Papio ursinus",1
"Macaca tonkeana","Saimiri sciureus",1
"Macronycteris gigas","Rousettus aegyptiacus",2
"Microtus arvalis","Myodes glareolus",1
"Miniopterus schreibersii","Molossus molossus",1
"Miniopterus schreibersii","Myotis daubentonii",1
"Miniopterus schreibersii","Myotis davidii",1
"Miniopterus schreibersii","Myotis horsfieldii",1
"Miniopterus schreibersii","Myotis pequinius",1
"Miniopterus schreibersii","Pipistrellus pipistrellus",1
"Miniopterus schreibersii","Pteronotus parnellii",1
"Miniopterus schreibersii","Rhinolophus affinis",1
"Miniopterus schreibersii","Rhinolophus blasii",1
"Miniopterus schreibersii","Rhinolophus ferrumequinum",1
"Miniopterus schreibersii","Rhinolophus pearsonii",1
"Miniopterus schreibersii","Rhinolophus pusillus",1
"Miniopterus schreibersii","Rhinolophus simulator",1
"Miniopterus schreibersii","Rhinolophus sinicus",1
"Miniopterus schreibersii","Rhinolophus thomasi",1
"Miniopterus schreibersii","Rousettus leschenaultii",1
"Miniopterus schreibersii","Scotophilus kuhlii",1
"Miniopterus schreibersii","Sturnira lilium",1
"Miniopterus schreibersii","Taphozous melanopogon",1
"Molossus molossus","Myotis daubentonii",1
"Molossus molossus","Myotis davidii",1
"Molossus molossus","Myotis horsfieldii",1
"Molossus molossus","Myotis pequinius",1
"Molossus molossus","Pipistrellus pipistrellus",1
"Molossus molossus","Pteronotus parnellii",1
"Molossus molossus","Rhinolophus affinis",1
"Molossus molossus","Rhinolophus blasii",1
"Molossus molossus","Rhinolophus ferrumequinum",1
"Molossus molossus","Rhinolophus pearsonii",1
"Molossus molossus","Rhinolophus pusillus",1
"Molossus molossus","Rhinolophus simulator",1
"Molossus molossus","Rhinolophus sinicus",1
"Molossus molossus","Rhinolophus thomasi",1
"Molossus molossus","Rousettus leschenaultii",1
"Molossus molossus","Scotophilus kuhlii",1
"Molossus molossus","Sturnira lilium",1
"Molossus molossus","Taphozous melanopogon",1
"Myotis californicus","Myotis lucifugus",1
"Myotis daubentonii","Myotis davidii",1
"Myotis daubentonii","Myotis horsfieldii",1
"Myotis daubentonii","Myotis pequinius",1
"Myotis daubentonii","Pipistrellus pipistrellus",1
"Myotis daubentonii","Pteronotus parnellii",1
"Myotis daubentonii","Rhinolophus affinis",1
"Myotis daubentonii","Rhinolophus blasii",1
"Myotis daubentonii","Rhinolophus ferrumequinum",1
"Myotis daubentonii","Rhinolophus pearsonii",1
"Myotis daubentonii","Rhinolophus pusillus",1
"Myotis daubentonii","Rhinolophus simulator",1
"Myotis daubentonii","Rhinolophus sinicus",1
"Myotis daubentonii","Rhinolophus thomasi",1
"Myotis daubentonii","Rousettus leschenaultii",1
"Myotis daubentonii","Scotophilus kuhlii",1
"Myotis daubentonii","Sturnira lilium",1
"Myotis daubentonii","Taphozous melanopogon",1
"Myotis davidii","Myotis horsfieldii",1
"Myotis davidii","Myotis pequinius",1
"Myotis davidii","Pipistrellus pipistrellus",1
"Myotis davidii","Pteronotus parnellii",1
"Myotis davidii","Rhinolophus affinis",1
"Myotis davidii","Rhinolophus blasii",1
"Myotis davidii","Rhinolophus ferrumequinum",1
"Myotis davidii","Rhinolophus pearsonii",1
"Myotis davidii","Rhinolophus pusillus",1
"Myotis davidii","Rhinolophus simulator",1
"Myotis davidii","Rhinolophus sinicus",1
"Myotis davidii","Rhinolophus thomasi",1
"Myotis davidii","Rousettus leschenaultii",1
"Myotis davidii","Scotophilus kuhlii",1
"Myotis davidii","Sturnira lilium",1
"Myotis davidii","Taphozous melanopogon",1
"Myotis horsfieldii","Myotis pequinius",1
"Myotis horsfieldii","Pipistrellus pipistrellus",1
"Myotis horsfieldii","Pteronotus parnellii",1
"Myotis horsfieldii","Rhinolophus affinis",1
"Myotis horsfieldii","Rhinolophus blasii",1
"Myotis horsfieldii","Rhinolophus ferrumequinum",1
"Myotis horsfieldii","Rhinolophus pearsonii",1
"Myotis horsfieldii","Rhinolophus pusillus",1
"Myotis horsfieldii","Rhinolophus simulator",1
"Myotis horsfieldii","Rhinolophus sinicus",1
"Myotis horsfieldii","Rhinolophus thomasi",1
"Myotis horsfieldii","Rousettus leschenaultii",1
"Myotis horsfieldii","Scotophilus kuhlii",1
"Myotis horsfieldii","Sturnira lilium",1
"Myotis horsfieldii","Taphozous melanopogon",1
"Myotis pequinius","Pipistrellus pipistrellus",1
"Myotis pequinius","Pteronotus parnellii",1
"Myotis pequinius","Rhinolophus affinis",1
"Myotis pequinius","Rhinolophus blasii",1
"Myotis pequinius","Rhinolophus ferrumequinum",1
"Myotis pequinius","Rhinolophus pearsonii",1
"Myotis pequinius","Rhinolophus pusillus",1
"Myotis pequinius","Rhinolophus simulator",1
"Myotis pequinius","Rhinolophus sinicus",1
"Myotis pequinius","Rhinolophus thomasi",1
"Myotis pequinius","Rousettus leschenaultii",1
"Myotis pequinius","Scotophilus kuhlii",1
"Myotis pequinius","Sturnira lilium",1
"Myotis pequinius","Taphozous melanopogon",1
"Nycteris grandis","Rousettus aegyptiacus",1
"Papio anubis","Papio hamadryas",1
"Papio anubis","Papio ursinus",1
"Papio anubis","Saimiri sciureus",1
"Papio anubis","Papio cynocephalus",1
"Papio hamadryas","Papio ursinus",1
"Papio hamadryas","Saimiri sciureus",1
"Papio ursinus","Saimiri sciureus",1
"Pipistrellus pipistrellus","Pteronotus parnellii",1
"Pipistrellus pipistrellus","Rhinolophus affinis",1
"Pipistrellus pipistrellus","Rhinolophus blasii",1
"Pipistrellus pipistrellus","Rhinolophus ferrumequinum",1
"Pipistrellus pipistrellus","Rhinolophus pearsonii",1
"Pipistrellus pipistrellus","Rhinolophus pusillus",1
"Pipistrellus pipistrellus","Rhinolophus simulator",1
"Pipistrellus pipistrellus","Rhinolophus sinicus",1
"Pipistrellus pipistrellus","Rhinolophus thomasi",1
"Pipistrellus pipistrellus","Rousettus leschenaultii",1
"Pipistrellus pipistrellus","Scotophilus kuhlii",1
"Pipistrellus pipistrellus","Sturnira lilium",1
"Pipistrellus pipistrellus","Taphozous melanopogon",1
"Pongo abelii","Pongo pygmaeus",1
"Pteronotus parnellii","Rhinolophus affinis",1
"Pteronotus parnellii","Rhinolophus blasii",1
"Pteronotus parnellii","Rhinolophus ferrumequinum",1
"Pteronotus parnellii","Rhinolophus pearsonii",1
"Pteronotus parnellii","Rhinolophus pusillus",1
"Pteronotus parnellii","Rhinolophus simulator",1
"Pteronotus parnellii","Rhinolophus sinicus",1
"Pteronotus parnellii","Rhinolophus thomasi",1
"Pteronotus parnellii","Rousettus leschenaultii",1
"Pteronotus parnellii","Scotophilus kuhlii",1
"Pteronotus parnellii","Sturnira lilium",1
"Pteronotus parnellii","Taphozous melanopogon",1
"Rhinolophus affinis","Rhinolophus blasii",1
"Rhinolophus affinis","Rhinolophus ferrumequinum",1
"Rhinolophus affinis","Rhinolophus pearsonii",1
"Rhinolophus affinis","Rhinolophus pusillus",1
"Rhinolophus affinis","Rhinolophus simulator",1
"Rhinolophus affinis","Rhinolophus sinicus",1
"Rhinolophus affinis","Rhinolophus thomasi",1
"Rhinolophus affinis","Rousettus leschenaultii",1
"Rhinolophus affinis","Scotophilus kuhlii",1
"Rhinolophus affinis","Sturnira lilium",1
"Rhinolophus affinis","Taphozous melanopogon",1
"Rhinolophus blasii","Rhinolophus ferrumequinum",1
"Rhinolophus blasii","Rhinolophus pearsonii",1
"Rhinolophus blasii","Rhinolophus pusillus",1
"Rhinolophus blasii","Rhinolophus simulator",1
"Rhinolophus blasii","Rhinolophus sinicus",1
"Rhinolophus blasii","Rhinolophus thomasi",1
"Rhinolophus blasii","Rousettus leschenaultii",1
"Rhinolophus blasii","Scotophilus kuhlii",1
"Rhinolophus blasii","Sturnira lilium",1
"Rhinolophus blasii","Taphozous melanopogon",1
"Rhinolophus ferrumequinum","Rhinolophus pearsonii",1
"Rhinolophus ferrumequinum","Rhinolophus pusillus",1
"Rhinolophus ferrumequinum","Rhinolophus simulator",1
"Rhinolophus ferrumequinum","Rhinolophus sinicus",1
"Rhinolophus ferrumequinum","Rhinolophus thomasi",1
"Rhinolophus ferrumequinum","Rousettus leschenaultii",1
"Rhinolophus ferrumequinum","Scotophilus kuhlii",1
"Rhinolophus ferrumequinum","Sturnira lilium",1
"Rhinolophus ferrumequinum","Taphozous melanopogon",1
"Rhinolophus landeri","Rousettus aegyptiacus",1
"Rhinolophus pearsonii","Rhinolophus pusillus",1
"Rhinolophus pearsonii","Rhinolophus simulator",1
"Rhinolophus pearsonii","Rhinolophus sinicus",1
"Rhinolophus pearsonii","Rhinolophus thomasi",1
"Rhinolophus pearsonii","Rousettus leschenaultii",1
"Rhinolophus pearsonii","Scotophilus kuhlii",1
"Rhinolophus pearsonii","Sturnira lilium",1
"Rhinolophus pearsonii","Taphozous melanopogon",1
"Rhinolophus pusillus","Rhinolophus simulator",1
"Rhinolophus pusillus","Rhinolophus sinicus",1
"Rhinolophus pusillus","Rhinolophus thomasi",1
"Rhinolophus pusillus","Rousettus leschenaultii",1
"Rhinolophus pusillus","Scotophilus kuhlii",1
"Rhinolophus pusillus","Sturnira lilium",1
"Rhinolophus pusillus","Taphozous melanopogon",1
"Rhinolophus simulator","Rhinolophus sinicus",1
"Rhinolophus simulator","Rhinolophus thomasi",1
"Rhinolophus simulator","Rousettus leschenaultii",1
"Rhinolophus simulator","Scotophilus kuhlii",1
"Rhinolophus simulator","Sturnira lilium",1
"Rhinolophus simulator","Taphozous melanopogon",1
"Rhinolophus sinicus","Rhinolophus thomasi",1
"Rhinolophus sinicus","Rousettus leschenaultii",1
"Rhinolophus sinicus","Scotophilus kuhlii",1
"Rhinolophus sinicus","Sturnira lilium",1
"Rhinolophus sinicus","Taphozous melanopogon",1
"Rhinolophus thomasi","Rousettus leschenaultii",1
"Rhinolophus thomasi","Scotophilus kuhlii",1
"Rhinolophus thomasi","Sturnira lilium",1
"Rhinolophus thomasi","Taphozous melanopogon",1
"Rousettus leschenaultii","Scotophilus kuhlii",1
"Rousettus leschenaultii","Sturnira lilium",1
"Rousettus leschenaultii","Taphozous melanopogon",1
"Saimiri boliviensis","Saimiri sciureus",1
"Scotophilus kuhlii","Sturnira lilium",1
"Scotophilus kuhlii","Taphozous melanopogon",1
"Sorex hoyi","Sorex minutus",1
"Sturnira lilium","Taphozous melanopogon",1
