"Species1","Species2","n_virus"
"Allenopithecus nigroviridis","Papio cynocephalus",1
"Allenopithecus nigroviridis","Papio hamadryas",1
"Allenopithecus nigroviridis","Papio papio",1
"Allenopithecus nigroviridis","Papio ursinus",1
"Allenopithecus nigroviridis","Piliocolobus tholloni",1
"Allochrocebus preussi","Cercopithecus ascanius",1
"Allochrocebus preussi","Cercopithecus cephus",1
"Allochrocebus preussi","Cercopithecus mitis",1
"Allochrocebus preussi","Cercopithecus mona",1
"Allochrocebus preussi","Cercopithecus neglectus",1
"Allochrocebus preussi","Cercopithecus nictitans",1
"Allochrocebus preussi","Chlorocebus aethiops",1
"Allochrocebus preussi","Chlorocebus pygerythrus",1
"Allochrocebus preussi","Chlorocebus tantalus",1
"Allochrocebus preussi","Colobus angolensis",1
"Allochrocebus preussi","Erythrocebus patas",1
"Allochrocebus preussi","Gorilla beringei",1
"Allochrocebus preussi","Lophocebus albigena",1
"Allochrocebus preussi","Lophocebus aterrimus",1
"Allochrocebus preussi","Macaca nemestrina",1
"Allochrocebus preussi","Mandrillus leucophaeus",1
"Allochrocebus preussi","Mandrillus sphinx",1
"Allochrocebus preussi","Papio anubis",1
"Allochrocebus preussi","Papio cynocephalus",1
"Allochrocebus preussi","Papio hamadryas",1
"Allochrocebus preussi","Papio papio",1
"Allochrocebus preussi","Papio ursinus",1
"Allochrocebus preussi","Piliocolobus tholloni",1
"Ammotragus lervia","Antilocapra americana",2
"Ammotragus lervia","Axis porcinus",1
"Ammotragus lervia","Bison bison",2
"Ammotragus lervia","Bos javanicus",1
"Ammotragus lervia","Capreolus capreolus",2
"Ammotragus lervia","Cephalophus rufilatus",1
"Ammotragus lervia","Cervus elaphus",2
"Ammotragus lervia","Cervus nippon",1
"Ammotragus lervia","Connochaetes gnou",1
"Ammotragus lervia","Connochaetes taurinus",2
"Ammotragus lervia","Dama dama",2
"Ammotragus lervia","Elaphurus davidianus",1
"Ammotragus lervia","Hippotragus equinus",2
"Ammotragus lervia","Hydropotes inermis",1
"Ammotragus lervia","Kobus ellipsiprymnus",2
"Ammotragus lervia","Kobus megaceros",1
"Ammotragus lervia","Litocranius walleri",1
"Ammotragus lervia","Odocoileus hemionus",2
"Ammotragus lervia","Odocoileus virginianus",2
"Ammotragus lervia","Oryx gazella",1
"Ammotragus lervia","Ovibos moschatus",1
"Ammotragus lervia","Ovis canadensis",2
"Ammotragus lervia","Ovis dalli",1
"Ammotragus lervia","Rangifer tarandus",2
"Ammotragus lervia","Rucervus duvaucelii",1
"Ammotragus lervia","Syncerus caffer",2
"Ammotragus lervia","Tragelaphus spekii",1
"Ammotragus lervia","Tragelaphus strepsiceros",2
"Ammotragus lervia","Bison bonasus",1
"Ammotragus lervia","Bos mutus",1
"Ammotragus lervia","Capra ibex",1
"Ammotragus lervia","Cephalophus dorsalis",1
"Ammotragus lervia","Cephalophus leucogaster",1
"Ammotragus lervia","Cephalophus nigrifrons",1
"Ammotragus lervia","Cephalophus weynsi",1
"Ammotragus lervia","Ceratotherium simum",1
"Ammotragus lervia","Damaliscus lunatus",1
"Ammotragus lervia","Diceros bicornis",1
"Ammotragus lervia","Elephas maximus",1
"Ammotragus lervia","Giraffa camelopardalis",1
"Ammotragus lervia","Hippopotamus amphibius",1
"Ammotragus lervia","Hippotragus niger",1
"Ammotragus lervia","Kobus kob",1
"Ammotragus lervia","Kobus leche",1
"Ammotragus lervia","Mustela putorius",1
"Ammotragus lervia","Nanger granti",1
"Ammotragus lervia","Neovison vison",1
"Ammotragus lervia","Redunca arundinum",1
"Ammotragus lervia","Rupicapra rupicapra",1
"Ammotragus lervia","Tragelaphus angasii",1
"Ammotragus lervia","Tragelaphus oryx",1
"Ammotragus lervia","Tragelaphus scriptus",1
"Antilocapra americana","Axis porcinus",1
"Antilocapra americana","Bison bison",2
"Antilocapra americana","Bos javanicus",1
"Antilocapra americana","Capreolus capreolus",2
"Antilocapra americana","Cephalophus rufilatus",1
"Antilocapra americana","Cervus elaphus",2
"Antilocapra americana","Cervus nippon",1
"Antilocapra americana","Connochaetes gnou",1
"Antilocapra americana","Connochaetes taurinus",2
"Antilocapra americana","Dama dama",2
"Antilocapra americana","Elaphurus davidianus",1
"Antilocapra americana","Hippotragus equinus",2
"Antilocapra americana","Hydropotes inermis",1
"Antilocapra americana","Kobus ellipsiprymnus",2
"Antilocapra americana","Kobus megaceros",1
"Antilocapra americana","Litocranius walleri",1
"Antilocapra americana","Odocoileus hemionus",2
"Antilocapra americana","Odocoileus virginianus",2
"Antilocapra americana","Oryx gazella",1
"Antilocapra americana","Ovibos moschatus",1
"Antilocapra americana","Ovis canadensis",2
"Antilocapra americana","Ovis dalli",1
"Antilocapra americana","Rangifer tarandus",2
"Antilocapra americana","Rucervus duvaucelii",1
"Antilocapra americana","Syncerus caffer",2
"Antilocapra americana","Tragelaphus spekii",1
"Antilocapra americana","Tragelaphus strepsiceros",2
"Antilocapra americana","Bison bonasus",1
"Antilocapra americana","Bos mutus",1
"Antilocapra americana","Capra ibex",1
"Antilocapra americana","Cephalophus dorsalis",1
"Antilocapra americana","Cephalophus leucogaster",1
"Antilocapra americana","Cephalophus nigrifrons",1
"Antilocapra americana","Cephalophus weynsi",1
"Antilocapra americana","Ceratotherium simum",1
"Antilocapra americana","Damaliscus lunatus",1
"Antilocapra americana","Diceros bicornis",1
"Antilocapra americana","Elephas maximus",1
"Antilocapra americana","Giraffa camelopardalis",1
"Antilocapra americana","Hippopotamus amphibius",1
"Antilocapra americana","Hippotragus niger",1
"Antilocapra americana","Kobus kob",1
"Antilocapra americana","Kobus leche",1
"Antilocapra americana","Mustela putorius",1
"Antilocapra americana","Nanger granti",1
"Antilocapra americana","Neovison vison",1
"Antilocapra americana","Redunca arundinum",1
"Antilocapra americana","Rupicapra rupicapra",1
"Antilocapra americana","Tragelaphus angasii",1
"Antilocapra americana","Tragelaphus oryx",1
"Antilocapra americana","Tragelaphus scriptus",1
"Antilope cervicapra","Ceratotherium simum",1
"Antilope cervicapra","Diceros bicornis",1
"Antilope cervicapra","Elephas maximus",1
"Antilope cervicapra","Equus grevyi",1
"Antilope cervicapra","Equus hemionus",1
"Antilope cervicapra","Equus zebra",1
"Antilope cervicapra","Eudorcas thomsonii",1
"Antilope cervicapra","Loxodonta africana",1
"Antilope cervicapra","Rhinoceros unicornis",1
"Antilope cervicapra","Ursus americanus",1
"Antilope cervicapra","Ursus maritimus",1
"Aotus trivirgatus","Ateles geoffroyi",1
"Aotus trivirgatus","Ateles paniscus",2
"Aotus trivirgatus","Saimiri sciureus",3
"Aotus trivirgatus","Atelerix albiventris",1
"Aotus trivirgatus","Callithrix jacchus",1
"Aotus trivirgatus","Callithrix penicillata",1
"Aotus trivirgatus","Chinchilla lanigera",1
"Aotus trivirgatus","Chlorocebus sabaeus",1
"Aotus trivirgatus","Erinaceus europaeus",1
"Aotus trivirgatus","Gorilla beringei",1
"Aotus trivirgatus","Gorilla gorilla",1
"Aotus trivirgatus","Hylobates lar",1
"Aotus trivirgatus","Macaca mulatta",1
"Aotus trivirgatus","Pan troglodytes",1
"Aotus trivirgatus","Piliocolobus tholloni",1
"Aotus trivirgatus","Pithecia pithecia",1
"Aotus trivirgatus","Pongo pygmaeus",1
"Aotus trivirgatus","Saimiri boliviensis",2
"Apodemus agrarius","Apodemus flavicollis",1
"Apodemus agrarius","Apodemus sylvaticus",1
"Apodemus agrarius","Bandicota indica",1
"Apodemus agrarius","Microtus agrestis",1
"Apodemus agrarius","Mus musculus",1
"Apodemus agrarius","Myodes glareolus",1
"Apodemus agrarius","Rattus tiomanicus",1
"Apodemus flavicollis","Apodemus sylvaticus",3
"Apodemus flavicollis","Microtus arvalis",1
"Apodemus flavicollis","Mus cervicolor",1
"Apodemus flavicollis","Mus musculus",2
"Apodemus flavicollis","Mus spicilegus",1
"Apodemus flavicollis","Sciurus carolinensis",1
"Apodemus flavicollis","Bandicota indica",2
"Apodemus flavicollis","Callosciurus notatus",1
"Apodemus flavicollis","Rattus exulans",1
"Apodemus flavicollis","Rattus norvegicus",1
"Apodemus flavicollis","Rattus rattus",1
"Apodemus flavicollis","Rattus tiomanicus",2
"Apodemus flavicollis","Microtus agrestis",1
"Apodemus flavicollis","Myodes glareolus",1
"Apodemus sylvaticus","Microtus arvalis",1
"Apodemus sylvaticus","Mus cervicolor",1
"Apodemus sylvaticus","Mus musculus",2
"Apodemus sylvaticus","Mus spicilegus",1
"Apodemus sylvaticus","Sciurus carolinensis",1
"Apodemus sylvaticus","Bandicota indica",2
"Apodemus sylvaticus","Callosciurus notatus",1
"Apodemus sylvaticus","Rattus exulans",1
"Apodemus sylvaticus","Rattus norvegicus",1
"Apodemus sylvaticus","Rattus rattus",1
"Apodemus sylvaticus","Rattus tiomanicus",2
"Apodemus sylvaticus","Microtus agrestis",1
"Apodemus sylvaticus","Myodes glareolus",1
"Atelerix albiventris","Callithrix jacchus",1
"Atelerix albiventris","Callithrix penicillata",1
"Atelerix albiventris","Chinchilla lanigera",1
"Atelerix albiventris","Chlorocebus sabaeus",1
"Atelerix albiventris","Erinaceus europaeus",1
"Atelerix albiventris","Gorilla beringei",1
"Atelerix albiventris","Gorilla gorilla",1
"Atelerix albiventris","Hylobates lar",1
"Atelerix albiventris","Macaca mulatta",1
"Atelerix albiventris","Pan troglodytes",1
"Atelerix albiventris","Piliocolobus tholloni",1
"Atelerix albiventris","Pithecia pithecia",1
"Atelerix albiventris","Pongo pygmaeus",1
"Ateles geoffroyi","Ateles paniscus",1
"Ateles paniscus","Saimiri sciureus",1
"Axis axis","Axis porcinus",1
"Axis axis","Bison bison",1
"Axis axis","Bison bonasus",1
"Axis axis","Bos gaurus",1
"Axis axis","Bos javanicus",1
"Axis axis","Capreolus capreolus",1
"Axis axis","Cervus elaphus",1
"Axis axis","Cervus nippon",1
"Axis axis","Elaphurus davidianus",1
"Axis axis","Hippotragus equinus",1
"Axis axis","Kobus ellipsiprymnus",1
"Axis axis","Kobus megaceros",1
"Axis axis","Mazama gouazoubira",1
"Axis axis","Muntiacus reevesi",1
"Axis axis","Odocoileus hemionus",1
"Axis axis","Odocoileus virginianus",1
"Axis axis","Oryx gazella",1
"Axis axis","Ovibos moschatus",1
"Axis axis","Ovis canadensis",1
"Axis axis","Ovis dalli",1
"Axis axis","Rangifer tarandus",1
"Axis axis","Rucervus duvaucelii",1
"Axis axis","Rusa alfredi",1
"Axis axis","Rusa timorensis",1
"Axis axis","Rusa unicolor",1
"Axis axis","Syncerus caffer",1
"Axis axis","Tragelaphus spekii",1
"Axis axis","Tragelaphus strepsiceros",1
"Axis porcinus","Bison bison",2
"Axis porcinus","Bos javanicus",2
"Axis porcinus","Capreolus capreolus",2
"Axis porcinus","Cephalophus rufilatus",1
"Axis porcinus","Cervus elaphus",2
"Axis porcinus","Cervus nippon",2
"Axis porcinus","Connochaetes gnou",1
"Axis porcinus","Connochaetes taurinus",1
"Axis porcinus","Dama dama",1
"Axis porcinus","Elaphurus davidianus",2
"Axis porcinus","Hippotragus equinus",2
"Axis porcinus","Hydropotes inermis",1
"Axis porcinus","Kobus ellipsiprymnus",2
"Axis porcinus","Kobus megaceros",2
"Axis porcinus","Litocranius walleri",1
"Axis porcinus","Odocoileus hemionus",2
"Axis porcinus","Odocoileus virginianus",2
"Axis porcinus","Oryx gazella",2
"Axis porcinus","Ovibos moschatus",2
"Axis porcinus","Ovis canadensis",2
"Axis porcinus","Ovis dalli",2
"Axis porcinus","Rangifer tarandus",2
"Axis porcinus","Rucervus duvaucelii",2
"Axis porcinus","Syncerus caffer",2
"Axis porcinus","Tragelaphus spekii",2
"Axis porcinus","Tragelaphus strepsiceros",2
"Axis porcinus","Bison bonasus",1
"Axis porcinus","Bos gaurus",1
"Axis porcinus","Mazama gouazoubira",1
"Axis porcinus","Muntiacus reevesi",1
"Axis porcinus","Rusa alfredi",1
"Axis porcinus","Rusa timorensis",1
"Axis porcinus","Rusa unicolor",1
"Babyrousa babyrussa","Bison bison",1
"Babyrousa babyrussa","Capreolus capreolus",1
"Babyrousa babyrussa","Cervus elaphus",1
"Babyrousa babyrussa","Dama dama",1
"Babyrousa babyrussa","Panthera leo",1
"Babyrousa babyrussa","Sus barbatus",1
"Babyrousa babyrussa","Syncerus caffer",1
"Bandicota indica","Callosciurus notatus",1
"Bandicota indica","Rattus exulans",1
"Bandicota indica","Rattus norvegicus",1
"Bandicota indica","Rattus rattus",1
"Bandicota indica","Rattus tiomanicus",2
"Bandicota indica","Microtus agrestis",1
"Bandicota indica","Mus musculus",1
"Bandicota indica","Myodes glareolus",1
"Bison bison","Bos javanicus",2
"Bison bison","Capreolus capreolus",4
"Bison bison","Cephalophus rufilatus",1
"Bison bison","Cervus elaphus",4
"Bison bison","Cervus nippon",2
"Bison bison","Connochaetes gnou",1
"Bison bison","Connochaetes taurinus",2
"Bison bison","Dama dama",3
"Bison bison","Elaphurus davidianus",2
"Bison bison","Hippotragus equinus",3
"Bison bison","Hydropotes inermis",1
"Bison bison","Kobus ellipsiprymnus",3
"Bison bison","Kobus megaceros",2
"Bison bison","Litocranius walleri",1
"Bison bison","Odocoileus hemionus",3
"Bison bison","Odocoileus virginianus",3
"Bison bison","Oryx gazella",2
"Bison bison","Ovibos moschatus",2
"Bison bison","Ovis canadensis",3
"Bison bison","Ovis dalli",2
"Bison bison","Rangifer tarandus",3
"Bison bison","Rucervus duvaucelii",2
"Bison bison","Syncerus caffer",4
"Bison bison","Tragelaphus spekii",2
"Bison bison","Tragelaphus strepsiceros",3
"Bison bison","Bison bonasus",2
"Bison bison","Bos mutus",1
"Bison bison","Capra ibex",1
"Bison bison","Cephalophus dorsalis",1
"Bison bison","Cephalophus leucogaster",1
"Bison bison","Cephalophus nigrifrons",1
"Bison bison","Cephalophus weynsi",1
"Bison bison","Ceratotherium simum",1
"Bison bison","Damaliscus lunatus",1
"Bison bison","Diceros bicornis",1
"Bison bison","Elephas maximus",1
"Bison bison","Giraffa camelopardalis",1
"Bison bison","Hippopotamus amphibius",1
"Bison bison","Hippotragus niger",1
"Bison bison","Kobus kob",1
"Bison bison","Kobus leche",1
"Bison bison","Mustela putorius",1
"Bison bison","Nanger granti",1
"Bison bison","Neovison vison",1
"Bison bison","Redunca arundinum",1
"Bison bison","Rupicapra rupicapra",1
"Bison bison","Tragelaphus angasii",1
"Bison bison","Tragelaphus oryx",1
"Bison bison","Tragelaphus scriptus",1
"Bison bison","Panthera leo",1
"Bison bison","Sus barbatus",1
"Bison bison","Bos gaurus",1
"Bison bison","Mazama gouazoubira",1
"Bison bison","Muntiacus reevesi",1
"Bison bison","Rusa alfredi",1
"Bison bison","Rusa timorensis",1
"Bison bison","Rusa unicolor",1
"Bison bonasus","Bos mutus",1
"Bison bonasus","Capra ibex",1
"Bison bonasus","Capreolus capreolus",2
"Bison bonasus","Cephalophus dorsalis",1
"Bison bonasus","Cephalophus leucogaster",1
"Bison bonasus","Cephalophus nigrifrons",1
"Bison bonasus","Cephalophus weynsi",1
"Bison bonasus","Ceratotherium simum",1
"Bison bonasus","Cervus elaphus",2
"Bison bonasus","Connochaetes taurinus",1
"Bison bonasus","Dama dama",1
"Bison bonasus","Damaliscus lunatus",1
"Bison bonasus","Diceros bicornis",1
"Bison bonasus","Elephas maximus",1
"Bison bonasus","Giraffa camelopardalis",1
"Bison bonasus","Hippopotamus amphibius",1
"Bison bonasus","Hippotragus equinus",2
"Bison bonasus","Hippotragus niger",1
"Bison bonasus","Kobus ellipsiprymnus",2
"Bison bonasus","Kobus kob",1
"Bison bonasus","Kobus leche",1
"Bison bonasus","Mustela putorius",1
"Bison bonasus","Nanger granti",1
"Bison bonasus","Neovison vison",1
"Bison bonasus","Odocoileus hemionus",2
"Bison bonasus","Odocoileus virginianus",2
"Bison bonasus","Ovis canadensis",2
"Bison bonasus","Rangifer tarandus",2
"Bison bonasus","Redunca arundinum",1
"Bison bonasus","Rupicapra rupicapra",1
"Bison bonasus","Syncerus caffer",2
"Bison bonasus","Tragelaphus angasii",1
"Bison bonasus","Tragelaphus oryx",1
"Bison bonasus","Tragelaphus scriptus",1
"Bison bonasus","Tragelaphus strepsiceros",2
"Bison bonasus","Bos gaurus",1
"Bison bonasus","Bos javanicus",1
"Bison bonasus","Cervus nippon",1
"Bison bonasus","Elaphurus davidianus",1
"Bison bonasus","Kobus megaceros",1
"Bison bonasus","Mazama gouazoubira",1
"Bison bonasus","Muntiacus reevesi",1
"Bison bonasus","Oryx gazella",1
"Bison bonasus","Ovibos moschatus",1
"Bison bonasus","Ovis dalli",1
"Bison bonasus","Rucervus duvaucelii",1
"Bison bonasus","Rusa alfredi",1
"Bison bonasus","Rusa timorensis",1
"Bison bonasus","Rusa unicolor",1
"Bison bonasus","Tragelaphus spekii",1
"Bos gaurus","Bos javanicus",1
"Bos gaurus","Capreolus capreolus",1
"Bos gaurus","Cervus elaphus",1
"Bos gaurus","Cervus nippon",1
"Bos gaurus","Elaphurus davidianus",1
"Bos gaurus","Hippotragus equinus",1
"Bos gaurus","Kobus ellipsiprymnus",1
"Bos gaurus","Kobus megaceros",1
"Bos gaurus","Mazama gouazoubira",1
"Bos gaurus","Muntiacus reevesi",1
"Bos gaurus","Odocoileus hemionus",1
"Bos gaurus","Odocoileus virginianus",1
"Bos gaurus","Oryx gazella",1
"Bos gaurus","Ovibos moschatus",1
"Bos gaurus","Ovis canadensis",1
"Bos gaurus","Ovis dalli",1
"Bos gaurus","Rangifer tarandus",1
"Bos gaurus","Rucervus duvaucelii",1
"Bos gaurus","Rusa alfredi",1
"Bos gaurus","Rusa timorensis",1
"Bos gaurus","Rusa unicolor",1
"Bos gaurus","Syncerus caffer",1
"Bos gaurus","Tragelaphus spekii",1
"Bos gaurus","Tragelaphus strepsiceros",1
"Bos javanicus","Capreolus capreolus",3
"Bos javanicus","Cephalophus rufilatus",1
"Bos javanicus","Cervus elaphus",2
"Bos javanicus","Cervus nippon",3
"Bos javanicus","Connochaetes gnou",1
"Bos javanicus","Connochaetes taurinus",1
"Bos javanicus","Dama dama",1
"Bos javanicus","Elaphurus davidianus",2
"Bos javanicus","Hippotragus equinus",2
"Bos javanicus","Hydropotes inermis",1
"Bos javanicus","Kobus ellipsiprymnus",2
"Bos javanicus","Kobus megaceros",2
"Bos javanicus","Litocranius walleri",1
"Bos javanicus","Odocoileus hemionus",2
"Bos javanicus","Odocoileus virginianus",3
"Bos javanicus","Oryx gazella",2
"Bos javanicus","Ovibos moschatus",2
"Bos javanicus","Ovis canadensis",2
"Bos javanicus","Ovis dalli",2
"Bos javanicus","Rangifer tarandus",2
"Bos javanicus","Rucervus duvaucelii",2
"Bos javanicus","Syncerus caffer",2
"Bos javanicus","Tragelaphus spekii",2
"Bos javanicus","Tragelaphus strepsiceros",2
